fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;color;quality
9.2;0.34;0.54;17.3;E;46.0;235.0;1.0018200000000002;3.08;high;8.8;white;6
7.4;0.18;0.29;1.4;E;34.0;101.0;0.99384;3.54;medium;10.5;white;7
7.2;0.29;0.2;7.7;D;51.0;174.0;0.99582;3.16;medium;9.5;white;5
6.3;0.27;0.18;7.7;B;45.0;186.0;0.9962;3.23;medium;9.0;white;5
6.2;0.26;0.19;3.4;B;47.0;172.0;0.9924;?;medium;10.4;white;6
7.3;0.21;0.21;1.6;B;35.0;133.0;0.99466;3.38;medium;10.0;?;6
7.1;0.14;0.35;1.4;C;24.0;128.0;0.9921200000000001;2.97;high;10.4;white;5
7.2;0.39;0.54;1.4;D;34.0;132.0;0.99449;3.11;medium;9.0;white;6
7.6;0.48;0.28;10.4;B;57.0;205.0;0.9974799999999999;3.24;medium;9.3;white;5
7.2;0.39;0.54;1.4;D;34.0;132.0;0.99449;3.11;medium;9.0;white;6
7.6;0.48;0.28;10.4;B;57.0;205.0;0.9974799999999999;3.24;medium;9.3;white;5
6.5;0.36;0.31;4.1;B;20.0;134.0;0.99475;3.18;medium;9.0;white;6
8.5;0.25;0.31;2.8;B;11.0;61.0;0.9918899999999999;3.06;medium;11.5;?;6
6.9;0.3;0.21;15.7;B;49.0;159.0;0.9982700000000001;3.11;medium;9.0;white;5
6.6;0.19;0.43;10.9;C;53.0;154.0;0.9975200000000001;3.52;high;10.4;white;6
6.9;0.3;0.21;15.7;B;49.0;159.0;0.9982700000000001;3.11;medium;9.0;white;5
9.4;0.42;0.32;6.5;B;20.0;167.0;0.99479;3.08;medium;10.6;white;5
6.6;0.19;0.43;10.9;C;53.0;154.0;0.9975200000000001;3.52;high;10.4;white;6
6.3;0.2;0.3;5.9;A;35.0;152.0;0.9964200000000001;3.47;low;8.5;?;6
8.5;0.19;0.56;17.3;C;47.0;169.0;1.00047;3.07;high;9.3;white;6
7.3;0.19;0.25;1.4;C;41.0;107.0;0.99382;3.53;high;10.5;white;7
6.7;0.25;0.26;13.5;B;50.0;156.0;0.99784;3.39;medium;9.9;white;6
6.2;0.25;0.28;8.5;B;28.0;108.0;0.9948600000000001;3.4;low;10.4;white;6
6.1;0.46;0.32;6.2;B;10.0;94.0;0.9953700000000001;3.35;medium;10.1;white;5
7.3;0.19;0.25;1.4;C;41.0;107.0;0.99382;3.53;high;10.5;white;7
7.5;0.29;0.26;14.95;D;47.0;178.0;0.9983799999999999;3.04;medium;9.2;white;4
6.7;0.31;0.18;7.7;B;57.0;200.0;0.99566;3.17;medium;9.4;white;6
7.4;0.14;0.3;1.3;A;25.0;91.0;0.9926799999999999;?;low;10.6;white;6
6.7;0.31;0.18;7.7;B;57.0;200.0;0.99566;3.17;medium;9.4;white;6
7.1;0.4;0.52;1.3;E;45.0;149.0;0.9946799999999999;3.08;medium;8.7;?;5
6.4;0.16;0.25;1.3;D;20.0;77.0;0.9933;3.61;medium;10.2;white;6
6.3;0.16;0.22;1.3;E;18.0;66.0;0.9930700000000001;3.61;medium;10.3;white;6
7.4;0.33;0.26;15.6;C;67.0;210.0;0.9990700000000001;3.06;high;9.5;white;5
7.4;0.33;0.26;15.6;C;67.0;210.0;0.9990700000000001;3.06;high;9.5;white;5
7.4;0.33;0.26;15.6;C;67.0;210.0;0.9990700000000001;3.06;high;9.5;white;5
7.4;0.33;0.26;15.6;C;67.0;210.0;0.9990700000000001;3.06;high;9.5;white;5
6.6;0.41;0.24;4.9;D;47.0;144.0;0.99471;3.17;medium;9.4;white;5
6.7;0.43;0.23;5.0;D;49.0;145.0;0.99471;3.17;medium;9.4;white;5
7.4;0.33;0.26;15.6;C;67.0;210.0;0.9990700000000001;3.06;high;9.5;white;5
7.3;0.4;0.28;6.5;E;26.0;97.0;0.9914799999999999;3.16;medium;12.6;?;7
7.4;0.18;0.24;1.4;C;21.0;106.0;0.9938299999999999;3.52;high;10.5;white;7
8.6;0.17;0.28;2.7;E;38.0;150.0;0.99365;?;medium;10.8;white;6
6.5;0.32;0.23;1.2;B;39.0;208.0;0.99272;3.18;medium;9.9;white;6
7.3;0.4;0.28;6.5;E;26.0;97.0;0.9914799999999999;3.16;medium;12.6;white;7
7.0;0.32;0.31;6.4;E;38.0;115.0;0.99235;3.38;medium;12.2;white;7
7.5;0.42;0.19;6.9;A;62.0;150.0;0.99508;?;low;10.0;white;6
6.9;0.28;0.31;7.2;E;47.0;168.0;0.9946;3.29;medium;10.6;white;7
6.5;0.29;0.42;10.6;D;66.0;202.0;0.99674;3.24;medium;9.5;white;6
6.3;0.41;0.18;3.5;D;23.0;109.0;0.99018;3.34;medium;12.8;white;8
7.0;0.32;0.31;6.4;E;38.0;115.0;0.99235;?;medium;12.2;white;7
7.3;0.3;0.33;2.3;B;28.0;125.0;0.9908399999999999;3.34;medium;12.6;?;7
6.6;0.22;0.28;12.05;B;25.0;125.0;0.99856;3.45;medium;9.4;white;5
6.0;0.26;0.18;7.0;B;50.0;194.0;0.9959100000000001;3.21;medium;9.0;white;5
6.9;0.44;0.18;11.8;B;26.0;126.0;0.9975;3.23;medium;9.1;white;5
7.5;0.42;0.2;1.4;A;15.0;168.0;0.9944;3.06;low;9.4;white;6
7.0;0.36;0.3;5.0;B;40.0;143.0;0.9917299999999999;3.33;low;12.2;white;7
5.6;0.295;0.2;2.2;C;18.0;134.0;0.9937799999999999;3.21;high;10.0;white;5
6.8;0.21;0.55;14.6;B;34.0;159.0;0.99805;2.93;medium;9.2;white;5
9.4;0.28;0.3;1.6;D;36.0;139.0;0.99534;3.11;medium;9.3;white;5
8.1;0.28;0.34;1.3;D;11.0;126.0;0.9923200000000001;3.14;medium;9.8;white;6
6.8;0.21;0.55;14.6;B;34.0;159.0;0.99805;2.93;medium;9.2;white;5
7.0;0.22;0.26;2.8;A;44.0;132.0;0.9907799999999999;3.34;low;12.0;white;7
9.4;0.28;0.3;1.6;D;36.0;139.0;0.99534;3.11;medium;9.3;white;5
6.8;0.32;0.3;3.3;E;15.0;80.0;0.99061;3.33;high;12.6;white;7
7.0;0.19;0.33;6.3;A;42.0;127.0;0.99182;3.31;low;12.2;white;6
7.7;0.42;0.38;8.1;E;49.0;144.0;0.9966;3.4;medium;11.0;white;6
7.4;0.2;0.31;1.6;A;34.0;116.0;0.9912;3.25;low;12.0;white;7
7.5;0.24;0.62;10.6;B;51.0;153.0;0.99779;3.16;medium;8.8;white;5
7.5;0.26;0.59;11.8;B;58.0;164.0;0.9981399999999999;3.17;medium;8.9;white;4
6.6;0.4;0.32;1.7;B;39.0;84.0;0.9909600000000001;3.59;medium;12.7;white;7
8.0;0.2;0.3;8.1;C;42.0;130.0;0.99379;3.1;high;11.8;white;6
4.6;0.445;0.0;1.4;E;11.0;178.0;0.99426;3.79;medium;10.2;white;5
6.1;0.41;0.04;1.3;E;23.0;121.0;0.9922799999999999;3.24;high;9.9;white;6
7.6;0.2;0.34;1.8;C;42.0;148.0;0.99335;?;high;11.1;white;6
6.9;0.3;0.21;7.2;B;54.0;190.0;0.99595;3.22;medium;9.4;white;5
7.0;0.35;0.17;1.1;A;7.0;119.0;0.99297;3.13;low;9.7;white;6
6.9;0.35;0.55;11.95;A;22.0;111.0;0.99687;3.11;low;9.7;white;5
7.0;0.35;0.17;1.1;A;7.0;119.0;0.99297;?;low;9.7;white;6
6.9;0.35;0.55;11.95;A;22.0;111.0;0.99687;3.11;low;9.7;white;5
7.6;0.3;0.4;2.2;D;29.0;175.0;0.99445;3.19;medium;9.8;white;5
7.5;0.38;0.29;12.7;E;25.0;209.0;0.9986;3.25;medium;9.3;?;6
7.5;0.3;0.32;1.4;B;31.0;161.0;0.99154;?;low;10.5;white;5
6.3;0.4;0.32;10.6;E;38.0;209.0;0.9981;3.47;medium;9.3;?;6
6.8;0.37;0.28;1.9;E;64.0;106.0;0.98993;3.45;medium;12.6;white;8
7.5;0.23;0.35;17.8;B;128.0;212.0;1.00241;3.44;medium;8.9;white;5
8.3;0.27;0.34;10.2;D;50.0;118.0;0.99716;?;medium;10.3;white;5
6.8;0.26;0.22;4.8;C;110.0;198.0;0.9943700000000001;3.29;high;10.6;white;5
6.5;0.28;0.35;9.8;E;61.0;180.0;0.9972;3.15;medium;9.0;white;4
7.2;0.34;0.3;8.4;E;40.0;167.0;0.99756;3.48;high;9.7;white;5
7.0;0.23;0.26;7.2;E;21.0;90.0;0.9950899999999999;3.22;medium;9.5;white;6
7.7;0.29;0.29;4.8;E;27.0;156.0;0.99572;3.49;medium;10.3;white;6
7.2;0.34;0.3;8.4;E;40.0;167.0;0.99756;3.48;high;9.7;white;5
7.7;0.4;0.27;4.5;E;27.0;95.0;0.99175;3.21;medium;12.3;white;8
6.7;0.17;0.27;1.4;D;39.0;149.0;0.99254;3.4;medium;10.5;white;5
7.0;0.23;0.26;7.2;E;21.0;90.0;0.9950899999999999;3.22;medium;9.5;white;6
8.1;0.24;0.26;11.0;D;41.0;211.0;0.9967600000000001;3.11;medium;10.0;white;6
7.7;0.28;0.63;11.1;B;58.0;179.0;0.9979;3.08;medium;8.8;white;4
7.5;0.23;0.29;2.6;D;24.0;98.0;0.9919399999999999;3.0;medium;10.9;white;6
8.3;0.26;0.31;2.0;C;14.0;141.0;0.99077;2.95;high;12.2;white;6
7.9;0.46;0.4;10.1;E;19.0;184.0;0.99782;3.06;high;9.5;white;5
7.9;0.31;0.22;13.3;E;46.0;212.0;0.9994200000000001;?;medium;10.0;white;5
7.9;0.25;0.34;11.4;E;53.0;202.0;0.99708;3.11;medium;9.6;white;6
6.1;0.28;0.16;1.3;B;36.0;126.0;0.9935299999999999;3.13;medium;8.7;white;6
7.0;0.18;0.26;1.4;B;46.0;89.0;0.99256;3.39;medium;10.7;white;7
6.5;0.21;0.28;1.4;B;26.0;66.0;0.9919899999999999;?;medium;11.1;white;6
7.6;0.48;0.33;7.0;B;14.0;130.0;0.9918;3.25;medium;12.5;?;7
7.1;0.34;0.32;2.0;D;29.0;130.0;0.99354;3.3;medium;10.4;white;6
8.9;0.21;0.37;1.2;A;20.0;93.0;0.99244;3.2;low;11.5;white;5
7.4;0.32;0.27;12.9;C;60.0;221.0;0.99831;3.05;high;9.4;white;5
6.0;0.495;0.27;5.0;A;17.0;129.0;0.9939600000000001;3.03;low;9.3;?;5
8.1;0.25;0.34;10.1;D;30.0;121.0;0.99724;?;medium;10.1;?;6
8.2;0.25;0.46;3.75;E;14.0;102.0;0.99524;3.28;medium;9.7;?;5
6.5;0.18;0.29;1.7;D;39.0;144.0;0.9927;3.49;medium;10.5;white;6
6.7;0.24;0.26;12.6;B;44.0;182.0;0.99802;?;low;9.7;white;5
6.6;0.32;0.24;1.3;D;42.5;204.0;0.9951200000000001;?;medium;9.2;white;5
7.6;0.32;0.35;1.6;B;24.0;138.0;0.9943799999999999;3.19;medium;9.8;white;5
7.4;0.33;0.44;7.6;D;40.0;227.0;0.99679;3.12;medium;9.0;white;5
7.2;0.3;0.3;8.1;D;40.0;188.0;0.9965200000000001;3.15;medium;9.1;white;6
7.4;0.34;0.3;14.9;A;70.0;169.0;0.99698;3.25;low;10.4;white;6
6.1;0.16;0.29;6.0;B;29.0;144.0;0.99474;3.68;medium;10.7;white;6
6.3;0.1;0.24;6.0;D;25.0;107.0;0.99511;3.59;medium;10.5;white;7
6.2;0.45;0.73;7.2;B;47.0;202.0;0.99582;3.21;medium;9.2;white;5
6.0;0.33;0.18;3.0;A;5.0;85.0;0.99125;3.28;low;11.5;white;4
7.6;0.48;0.37;1.2;D;5.0;57.0;0.99256;3.05;medium;10.4;white;3
7.2;0.2;0.3;2.0;A;43.0;188.0;0.9911;?;low;12.0;white;6
7.0;0.32;0.29;4.9;B;41.0;150.0;0.9916799999999999;3.38;medium;12.2;white;6
7.2;0.2;0.3;2.0;A;43.0;188.0;0.9911;?;low;12.0;white;6
7.0;0.22;0.29;8.9;B;24.0;90.0;0.99556;3.29;medium;9.8;white;6
9.4;0.23;0.56;16.45;D;52.5;282.0;1.00098;3.1;medium;9.3;white;5
6.4;0.27;0.19;2.0;E;21.0;191.0;0.99516;?;high;9.6;white;4
6.4;0.27;0.19;1.9;C;21.0;196.0;0.99516;3.49;high;9.5;?;4
7.0;0.23;0.42;5.1;E;37.0;144.0;0.99518;3.5;medium;10.2;white;6
6.9;0.15;0.28;4.4;B;14.0;107.0;0.9934700000000001;3.24;medium;10.4;white;8
6.7;0.26;0.29;5.8;D;26.0;74.0;0.9929;3.28;medium;11.0;white;6
6.9;0.15;0.28;4.4;B;14.0;107.0;0.9934700000000001;3.24;medium;10.4;white;8
7.6;0.2;0.68;12.9;A;56.0;160.0;0.99841;3.05;low;8.7;white;5
6.9;0.3;0.29;1.3;D;24.0;189.0;0.9936200000000001;3.29;medium;9.9;white;4
6.9;0.3;0.3;1.3;D;24.0;186.0;0.99361;3.29;medium;9.9;white;4
7.6;0.21;0.35;1.2;B;7.0;106.0;0.9914;3.06;medium;11.3;white;4
6.8;0.46;0.26;2.7;D;28.0;83.0;0.9911399999999999;3.38;medium;12.0;white;8
7.0;0.28;0.26;1.7;D;34.0;130.0;0.9925;3.43;medium;10.7;white;8
6.5;0.24;0.29;8.2;C;32.0;156.0;0.9945299999999999;3.13;high;10.1;white;6
6.4;0.17;0.34;1.5;D;42.0;135.0;0.9938;3.25;medium;9.6;white;7
6.4;0.17;0.34;1.5;D;43.0;136.0;0.9938;3.25;medium;9.6;?;6
6.3;0.695;0.55;12.9;D;58.0;252.0;0.9980600000000001;3.29;medium;8.7;white;5
7.0;0.27;0.29;3.9;E;28.0;199.0;0.9961;?;medium;10.3;white;5
8.4;0.3;0.25;17.75;C;25.0;218.0;1.00016;2.98;high;9.1;?;5
6.5;0.19;0.27;4.9;A;13.0;101.0;0.9916;?;low;11.8;white;6
8.0;0.36;0.39;1.6;D;26.0;93.0;0.99116;3.15;medium;11.9;white;6
6.1;0.16;0.24;1.4;E;17.0;77.0;0.99319;3.66;medium;10.3;white;6
9.2;0.19;0.42;2.0;C;16.0;104.0;0.9951700000000001;3.09;high;10.0;white;4
9.2;0.16;0.49;2.0;D;18.0;107.0;0.9951399999999999;3.1;medium;10.2;white;4
8.0;0.26;0.28;8.2;E;72.0;202.0;0.99566;3.12;medium;10.0;white;6
8.8;0.33;0.36;2.1;C;19.0;125.0;0.99166;2.96;high;12.7;white;6
9.8;0.16;0.46;1.8;C;23.0;130.0;0.99587;3.04;high;9.6;white;5
6.6;0.23;0.18;8.5;D;59.0;188.0;0.9955799999999999;3.16;medium;9.5;white;5
7.9;0.44;0.26;4.45;D;23.0;100.0;0.9911700000000001;3.17;medium;12.7;white;6
7.6;0.31;0.27;5.8;D;23.0;109.0;0.9939899999999999;3.34;medium;11.0;white;6
7.5;0.705;0.1;13.0;D;44.0;214.0;0.99741;?;medium;9.1;white;5
7.1;0.21;0.28;2.7;C;23.0;111.0;0.99405;3.35;high;10.2;white;4
7.0;0.16;0.26;7.3;E;30.0;220.0;0.9962200000000001;3.38;medium;10.1;white;6
8.0;0.27;0.25;19.1;D;50.0;208.0;1.00051;3.05;medium;9.2;white;6
6.3;0.38;0.17;8.8;C;50.0;212.0;0.99803;3.47;high;9.4;white;4
7.1;0.21;0.28;2.7;C;23.0;111.0;0.99405;3.35;high;10.2;white;4
6.2;0.38;0.18;7.4;C;28.0;195.0;0.9977299999999999;3.53;high;9.2;white;4
8.2;0.24;0.3;2.3;D;23.0;106.0;0.99397;2.98;medium;10.0;white;5
7.0;0.16;0.26;6.85;E;30.0;220.0;0.9962200000000001;3.38;medium;10.1;white;6
7.3;0.815;0.09;11.4;B;45.0;204.0;0.99713;3.15;medium;9.0;white;5
6.3;0.41;0.16;0.9;B;25.0;98.0;0.99274;?;low;9.5;white;5
6.1;0.36;0.41;19.35;D;67.0;207.0;1.00118;?;medium;9.1;white;5
8.1;0.4;0.32;7.9;B;23.0;118.0;0.9917600000000001;3.05;medium;13.3;white;7
6.8;0.26;0.43;11.75;E;53.0;198.0;0.9969;3.26;medium;9.5;white;5
6.2;0.44;0.18;7.7;C;28.0;210.0;0.99771;3.56;high;9.2;?;5
7.2;0.24;0.29;3.0;C;17.0;117.0;0.99411;3.36;high;10.1;white;6
6.2;0.44;0.18;7.7;C;28.0;210.0;0.99771;3.56;high;9.2;white;5
7.2;0.24;0.29;3.0;C;17.0;117.0;0.99411;3.36;high;10.1;?;6
7.3;0.22;0.26;1.5;B;32.0;172.0;0.9919399999999999;3.27;medium;11.2;white;6
8.1;0.34;0.28;7.5;E;70.0;230.0;0.9955799999999999;3.14;medium;9.8;white;6
7.3;0.22;0.26;1.5;B;32.0;172.0;0.9919399999999999;3.27;medium;11.2;white;6
8.1;0.34;0.28;7.5;E;70.0;230.0;0.9955799999999999;3.14;medium;9.8;white;6
6.4;0.28;0.17;8.3;B;61.0;195.0;0.99577;?;medium;9.4;white;5
6.3;0.29;0.14;7.05;B;50.0;177.0;0.99564;3.23;low;9.0;white;5
6.4;0.27;0.17;8.4;B;60.0;198.0;0.9957799999999999;?;medium;9.4;white;5
7.4;0.35;0.2;13.9;D;63.0;229.0;0.9988799999999999;3.11;medium;8.9;white;6
8.3;0.28;0.27;17.5;E;48.0;253.0;1.00014;?;medium;9.1;white;6
6.4;0.35;0.35;5.6;D;9.0;148.0;0.99441;?;medium;9.8;white;4
6.9;0.43;0.28;9.4;B;29.0;183.0;0.9959399999999999;3.17;medium;9.4;white;5
8.0;0.26;0.28;4.8;D;34.0;150.0;0.9943700000000001;3.13;medium;10.0;white;6
6.9;0.43;0.28;9.4;B;29.0;183.0;0.9959399999999999;3.17;medium;9.4;white;5
7.3;0.27;0.37;9.7;C;36.0;130.0;0.9979;3.48;high;9.9;white;6
6.8;0.46;0.26;6.3;B;49.0;159.0;0.99434;3.14;medium;10.0;white;5
7.2;0.2;0.28;1.6;C;13.0;168.0;0.99203;3.17;high;11.5;white;6
7.6;0.285;0.32;14.6;B;32.0;201.0;0.998;3.0;medium;9.2;white;5
6.6;0.32;0.33;2.5;E;40.0;219.5;0.99316;?;medium;10.0;white;5
7.6;0.285;0.32;14.6;B;32.0;201.0;0.998;3.0;medium;9.2;white;5
6.6;0.34;0.34;2.6;E;40.5;210.0;0.9931399999999999;3.15;high;10.0;white;5
6.6;0.32;0.33;2.5;E;40.0;210.0;0.99316;3.15;medium;10.0;white;5
6.5;0.27;0.26;8.2;C;21.0;133.0;0.9961200000000001;3.43;high;9.8;white;6
6.6;0.26;0.27;1.5;E;19.0;114.0;0.99295;3.36;high;10.5;white;6
6.7;0.27;0.26;2.3;E;61.0;181.0;0.9939399999999999;3.45;high;10.6;white;6
6.6;0.56;0.15;10.0;D;38.0;157.0;0.9964200000000001;3.28;medium;9.4;white;5
6.6;0.56;0.15;10.0;D;38.0;157.0;0.9964200000000001;3.28;medium;9.4;white;5
7.3;0.19;0.27;1.6;D;35.0;136.0;0.9924799999999999;3.38;medium;11.0;white;7
6.3;0.2;0.26;1.6;E;36.0;141.0;0.9926799999999999;3.53;medium;10.8;white;6
7.1;0.29;0.3;16.0;C;58.0;201.0;0.99954;3.3;high;9.0;white;5
7.8;0.32;0.33;10.4;E;47.0;194.0;0.99692;3.07;medium;9.6;?;6
8.1;0.33;0.36;7.4;D;36.0;156.0;0.99592;3.19;medium;10.6;white;6
8.1;0.33;0.36;7.4;D;36.0;156.0;0.99592;3.19;medium;10.6;white;6
7.8;0.32;0.33;10.4;E;47.0;194.0;0.99692;3.07;medium;9.6;?;6
6.6;0.33;0.24;16.05;D;31.0;147.0;0.9982200000000001;3.08;medium;9.2;white;5
6.6;0.33;0.24;16.05;D;31.0;147.0;0.9982200000000001;3.08;medium;9.2;white;5
8.2;0.26;0.33;2.6;D;11.0;71.0;0.9940200000000001;2.89;medium;9.5;?;5
8.3;0.25;0.33;2.5;B;12.0;72.0;0.9940399999999999;2.89;medium;9.5;white;5
7.0;0.26;0.26;10.8;E;37.0;184.0;0.99787;3.47;medium;10.3;?;7
6.0;0.26;0.15;1.2;B;35.0;124.0;0.9934700000000001;3.08;medium;8.8;white;5
7.5;0.28;0.78;12.1;B;53.0;161.0;0.9983799999999999;2.98;medium;8.7;white;5
7.5;0.27;0.79;11.95;B;51.0;159.0;0.99839;2.98;medium;8.7;white;5
7.0;0.28;0.32;1.7;E;27.0;128.0;0.99375;3.2;high;10.2;?;6
5.2;0.16;0.34;0.8;D;26.0;77.0;0.99155;3.25;medium;10.1;white;6
6.8;0.34;0.1;1.4;A;29.0;118.0;0.9936;3.21;low;9.5;?;5
7.6;0.25;0.34;1.3;D;34.0;176.0;0.99434;3.1;medium;9.5;white;5
5.6;0.35;0.4;6.3;D;23.0;174.0;0.9922;3.54;medium;11.6;white;7
8.8;0.24;0.23;10.3;A;12.0;97.0;0.99571;3.13;low;10.7;?;6
6.0;0.29;0.21;15.55;D;20.0;142.0;0.9965799999999999;3.11;medium;10.1;white;6
6.1;0.27;0.31;1.5;B;17.0;83.0;0.9907600000000001;3.32;medium;11.1;white;7
7.4;0.56;0.09;1.5;D;19.0;117.0;0.9949600000000001;3.22;medium;9.8;white;5
6.8;0.29;0.49;1.4;D;52.0;148.0;0.9937;3.08;medium;9.0;?;6
6.1;0.27;0.31;1.5;B;17.0;83.0;0.9907600000000001;3.32;medium;11.1;white;7
6.3;0.27;0.37;7.9;B;58.0;215.0;0.9954200000000001;3.19;medium;9.5;white;6
6.6;0.24;0.3;13.0;D;18.0;143.0;0.99825;3.37;medium;9.4;white;6
6.8;0.32;0.3;1.0;E;22.0;113.0;0.9928899999999999;3.24;high;10.2;white;5
6.4;0.37;0.37;4.85;D;39.5;216.5;0.9943200000000001;3.1;medium;9.8;white;6
6.2;0.26;0.37;7.1;B;54.0;201.0;0.99523;3.19;medium;9.5;white;6
6.3;0.27;0.37;7.9;B;58.0;215.0;0.9954200000000001;3.19;medium;9.5;white;6
6.4;0.3;0.16;7.5;D;55.0;191.0;0.9959;3.17;medium;9.0;white;5
8.0;0.28;0.32;7.6;E;61.0;204.0;0.9954299999999999;3.1;medium;10.1;white;6
6.7;0.24;0.32;10.3;B;37.0;122.0;0.9966200000000001;3.02;medium;8.8;white;5
7.9;0.27;0.27;1.7;D;25.0;122.0;0.9908799999999999;?;medium;11.9;white;6
7.9;0.27;0.27;1.7;D;25.0;122.0;0.9908799999999999;2.97;medium;11.9;white;6
6.1;0.28;0.24;19.95;B;32.0;174.0;0.9992200000000001;3.19;medium;9.3;white;6
7.7;0.39;0.49;7.7;C;11.0;110.0;0.9966;3.33;high;10.0;white;6
6.0;0.2;0.24;5.3;B;49.0;201.0;0.99466;3.21;medium;9.5;white;5
6.1;0.28;0.24;19.95;B;32.0;174.0;0.9992200000000001;3.19;medium;9.3;?;6
7.6;0.31;0.23;12.7;D;20.0;139.0;0.99836;3.16;medium;9.7;white;4
7.6;0.31;0.23;12.7;D;20.0;139.0;0.99836;3.16;medium;9.7;white;4
6.3;0.18;0.22;1.5;B;45.0;155.0;0.9923799999999999;3.19;medium;10.2;white;5
8.6;0.23;0.25;11.3;A;13.0;96.0;0.99645;?;low;10.8;white;5
6.8;0.21;0.36;18.1;B;32.0;133.0;1.0;3.27;medium;8.8;white;5
6.8;0.21;0.36;18.1;B;32.0;133.0;1.0;3.27;medium;8.8;white;5
6.9;0.26;0.31;7.0;D;37.0;175.0;0.9937600000000001;3.32;medium;11.4;white;6
6.8;0.21;0.36;18.1;B;32.0;133.0;1.0;3.27;medium;8.8;white;5
6.4;0.31;0.4;6.4;D;39.0;191.0;0.99513;3.14;medium;9.8;white;5
8.6;0.34;0.36;1.4;B;11.0;119.0;0.99556;3.17;medium;9.4;white;4
8.6;0.34;0.36;1.4;B;11.0;119.0;0.99556;3.17;medium;9.4;white;4
8.5;0.3;0.28;3.1;B;54.0;174.0;0.9954299999999999;3.21;medium;9.4;white;6
7.4;0.4;0.41;14.1;E;37.0;194.0;0.9988600000000001;3.2;high;9.4;white;6
6.6;0.32;0.34;7.7;B;63.0;212.0;0.99526;3.22;medium;9.7;white;6
7.1;0.34;0.31;5.2;B;36.0;140.0;0.99166;3.35;medium;12.3;white;7
6.6;0.26;0.25;11.6;B;45.0;178.0;0.9969100000000001;3.33;medium;9.8;white;6
8.0;0.27;0.57;10.4;C;18.0;134.0;0.9973200000000001;3.12;high;9.0;?;5
6.2;0.28;0.45;7.5;B;46.0;203.0;0.9957299999999999;3.26;medium;9.2;?;6
6.2;0.3;0.49;11.2;E;68.0;215.0;0.99656;3.19;medium;9.4;white;6
5.6;0.175;0.29;0.8;B;20.0;67.0;0.9911200000000001;3.28;medium;9.9;white;6
6.9;0.34;0.36;1.4;D;13.0;145.0;0.9921399999999999;3.07;medium;9.8;white;5
6.9;0.34;0.3;4.7;D;34.0;148.0;0.99165;3.36;medium;12.3;white;7
7.1;0.12;0.3;3.1;D;15.0;37.0;0.9900399999999999;3.02;medium;11.9;white;7
7.1;0.32;0.29;4.0;C;33.0;170.0;0.9946299999999999;3.27;high;10.2;white;6
7.3;0.51;0.29;11.3;E;61.0;224.0;0.9968299999999999;3.14;medium;9.5;white;6
7.1;0.12;0.3;3.1;D;15.0;37.0;0.9900399999999999;3.02;medium;11.9;white;7
6.3;0.24;0.55;8.1;D;67.0;216.0;0.9959600000000001;3.24;medium;9.2;?;5
7.5;0.41;0.23;14.8;D;28.0;174.0;0.99898;?;medium;9.7;white;5
6.5;0.18;0.33;1.4;E;35.0;138.0;0.9911399999999999;3.36;medium;11.5;white;7
7.3;0.17;0.24;8.1;A;32.0;162.0;0.99508;3.17;low;10.4;white;8
8.2;0.2;0.38;3.5;A;41.0;174.0;0.99306;?;low;11.6;white;5
7.5;0.41;0.23;14.8;D;28.0;174.0;0.99898;3.18;medium;9.7;white;5
7.3;0.17;0.24;8.1;A;32.0;162.0;0.99508;3.17;low;10.4;white;8
6.5;0.18;0.33;1.4;E;35.0;138.0;0.9911399999999999;3.36;medium;11.5;white;7
7.3;0.16;0.35;1.5;D;29.0;108.0;0.9934200000000001;3.27;medium;10.2;white;6
6.4;0.16;0.37;1.5;D;27.0;109.0;0.99345;3.38;medium;9.8;white;6
6.6;0.42;0.13;12.8;B;26.0;158.0;0.99772;3.24;medium;9.0;white;5
5.8;0.3;0.12;1.6;E;57.0;163.0;0.99239;?;medium;10.5;white;6
6.7;0.54;0.27;7.1;A;8.0;178.0;0.9950200000000001;?;low;9.4;white;4
6.7;0.54;0.27;7.1;A;8.0;178.0;0.9950200000000001;?;low;9.4;white;4
6.4;0.22;0.3;11.2;A;53.0;149.0;0.99479;?;low;10.8;white;5
6.8;0.23;0.3;1.7;B;19.0;95.0;0.9920700000000001;3.17;medium;10.7;white;7
9.0;0.26;0.34;6.7;D;21.0;162.0;0.99497;3.08;medium;10.6;white;6
6.5;0.23;0.25;17.3;B;15.0;110.0;0.99828;3.15;low;9.2;white;6
5.9;0.28;0.14;8.6;B;30.0;142.0;0.9954200000000001;3.28;medium;9.5;white;6
5.9;0.28;0.14;8.6;B;30.0;142.0;0.9954200000000001;?;medium;9.5;white;6
6.2;0.27;0.18;1.5;D;20.0;111.0;0.9922799999999999;3.41;medium;10.0;white;5
9.0;0.29;0.34;12.1;B;34.0;177.0;0.9970600000000001;3.13;medium;10.6;white;5
9.0;0.26;0.34;6.7;D;21.0;162.0;0.99497;3.08;medium;10.6;white;6
8.9;0.27;0.34;10.7;B;19.5;166.0;0.99669;3.13;medium;10.6;white;5
6.5;0.23;0.25;17.3;B;15.0;110.0;0.99828;3.15;low;9.2;white;6
6.9;0.32;0.3;1.8;B;28.0;117.0;0.99269;3.24;medium;11.0;white;6
